title,price,mrp,link
Apple EarPods (USB-C) ​​​​​​​,"1,649","₹2,000",https://www.amazon.in/Apple-MYQY3ZM-A-EarPods-USB-C/dp/B0DCNWN8NZ/ref=sr_1_61?dib=eyJ2IjoiMSJ9.WSG_5zYzzaDj1sNaYfexIYoBMEKW1aEyi1aKaqrXoB8NA6Weyg5GxjhgNljD6ByHrGHF3XiwuT8T5bSCMnJcLMpQCGPQsrVTaJC1KZUZhSfMf7r4yntAFSgtggFzrH15yWQNGxfPlrs5OlDShc188xt-NJz39iImDKiTeGRnVWb6_cp79a7oO7KS43qdy3fuQ-pbfQYuUKzwf5PYN6SnNTE4wabYkANCSJHM-G_teTI.SmMVV0f56FmnccfrVkdkV6zU3EmhjKtKLg-6q5RJ_kQ&dib_tag=se&keywords=iphone&qid=1742988373&sr=8-61
Apple iPhone 13 (512 GB) - Green,"67,999","₹89,900",https://www.amazon.in/Apple-iPhone-13-512-GB/dp/B09V4KHL1B/ref=sr_1_62?dib=eyJ2IjoiMSJ9.WSG_5zYzzaDj1sNaYfexIYoBMEKW1aEyi1aKaqrXoB8NA6Weyg5GxjhgNljD6ByHrGHF3XiwuT8T5bSCMnJcLMpQCGPQsrVTaJC1KZUZhSfMf7r4yntAFSgtggFzrH15yWQNGxfPlrs5OlDShc188xt-NJz39iImDKiTeGRnVWb6_cp79a7oO7KS43qdy3fuQ-pbfQYuUKzwf5PYN6SnNTE4wabYkANCSJHM-G_teTI.SmMVV0f56FmnccfrVkdkV6zU3EmhjKtKLg-6q5RJ_kQ&dib_tag=se&keywords=iphone&qid=1742988373&sr=8-62
"Kratos Type C to Lightning cable for iphone 20W Fast Charging, designed for iphone cable with 480Mbps Data Sync compatible with iPhone 14, 13,12,11,9,8,7 Series, SE and all iPhones with lightning port",299,"₹29,900",https://www.amazon.in/Kratos-Lightning-Charging-compatible-lightning/dp/B0DXF3LVLP/ref=sr_1_63?dib=eyJ2IjoiMSJ9.WSG_5zYzzaDj1sNaYfexIYoBMEKW1aEyi1aKaqrXoB8NA6Weyg5GxjhgNljD6ByHrGHF3XiwuT8T5bSCMnJcLMpQCGPQsrVTaJC1KZUZhSfMf7r4yntAFSgtggFzrH15yWQNGxfPlrs5OlDShc188xt-NJz39iImDKiTeGRnVWb6_cp79a7oO7KS43qdy3fuQ-pbfQYuUKzwf5PYN6SnNTE4wabYkANCSJHM-G_teTI.SmMVV0f56FmnccfrVkdkV6zU3EmhjKtKLg-6q5RJ_kQ&dib_tag=se&keywords=iphone&qid=1742988373&sr=8-63
"AMBRANE Lightning to USB 3.0 OTG for iPhone/iPad OTG Connector Extender Convertor for All iOS Devices, USB Female Support Connect USB Flash Drive, Keyboard, Mouse (AOTG LA1 Grey)",249,₹699,https://www.amazon.in/Lightning-Connector-Extender-Convertor-Keyboard/dp/B0DV98GTF2/ref=sr_1_64?dib=eyJ2IjoiMSJ9.WSG_5zYzzaDj1sNaYfexIYoBMEKW1aEyi1aKaqrXoB8NA6Weyg5GxjhgNljD6ByHrGHF3XiwuT8T5bSCMnJcLMpQCGPQsrVTaJC1KZUZhSfMf7r4yntAFSgtggFzrH15yWQNGxfPlrs5OlDShc188xt-NJz39iImDKiTeGRnVWb6_cp79a7oO7KS43qdy3fuQ-pbfQYuUKzwf5PYN6SnNTE4wabYkANCSJHM-G_teTI.SmMVV0f56FmnccfrVkdkV6zU3EmhjKtKLg-6q5RJ_kQ&dib_tag=se&keywords=iphone&qid=1742988373&sr=8-64
"pTron Volta Pro 3-in-1 23W Wireless Charger, Magnetic Charging, Foldable Stand Compatible with iPhone 16/15/14/13/12 Series, Apple Watch, Airpods & Other Magnetic Charging Supported Smartphones(Black)","2,499",₹599,N/A
N/A,N/A,"₹7,999",N/A
Apple iPhone 13 (512GB) - Midnight,"67,999","₹89,900",https://www.amazon.in/Apple-iPhone-13-512GB-Midnight/dp/B09G984RNC/ref=sr_1_65?dib=eyJ2IjoiMSJ9.UkOYqoF39EQOA24sKsy4-jiXwTJz624Q3MuVHInkgGDSgrM5V5AjHlUY7W8yC17TTiQwh0AyDJAV7aOzqokQarHtWwU5_Su7wVeYaU5rfdQajXPU_zwDSjap9BR6f-grmdeCRaz1hhiCgiWwDgm7yK5N8VpnGcjl9UDOQAfOaL-B0rOS8Sd_1CQzJaeaflMjCByzezPlpwFEAiVq1TSHTtp16gqU-RgkMo3o91PWooU.ODL2my2MxVIoJVBD2FFp1WCzjgcg8kmXQ6owkYsol6k&dib_tag=se&keywords=iphone&qid=1742988387&sr=8-65
"iPhone Charger Adapter 20W Original Type C for iPhone 16/16 Plus/16 Pro/16 Pro Max, iPhone 15/i Phone 14/iPhone 13/iPhone 12/iPhone 11 Series with PD 3.0 USB-C Fast Charging Adaptor BIS Certified",592,"₹1,599",https://www.amazon.in/Charger-Adapter-Charging-Adaptor-Certified/dp/B0D5YQWKYL/ref=sr_1_66?dib=eyJ2IjoiMSJ9.UkOYqoF39EQOA24sKsy4-jiXwTJz624Q3MuVHInkgGDSgrM5V5AjHlUY7W8yC17TTiQwh0AyDJAV7aOzqokQarHtWwU5_Su7wVeYaU5rfdQajXPU_zwDSjap9BR6f-grmdeCRaz1hhiCgiWwDgm7yK5N8VpnGcjl9UDOQAfOaL-B0rOS8Sd_1CQzJaeaflMjCByzezPlpwFEAiVq1TSHTtp16gqU-RgkMo3o91PWooU.ODL2my2MxVIoJVBD2FFp1WCzjgcg8kmXQ6owkYsol6k&dib_tag=se&keywords=iphone&qid=1742988387&sr=8-66
Apple iPhone 14 (512 GB) - Yellow,"69,900","₹99,600",https://www.amazon.in/Apple-iPhone-14-512-GB/dp/B0BXQ25XQL/ref=sr_1_67?dib=eyJ2IjoiMSJ9.UkOYqoF39EQOA24sKsy4-jiXwTJz624Q3MuVHInkgGDSgrM5V5AjHlUY7W8yC17TTiQwh0AyDJAV7aOzqokQarHtWwU5_Su7wVeYaU5rfdQajXPU_zwDSjap9BR6f-grmdeCRaz1hhiCgiWwDgm7yK5N8VpnGcjl9UDOQAfOaL-B0rOS8Sd_1CQzJaeaflMjCByzezPlpwFEAiVq1TSHTtp16gqU-RgkMo3o91PWooU.ODL2my2MxVIoJVBD2FFp1WCzjgcg8kmXQ6owkYsol6k&dib_tag=se&keywords=iphone&qid=1742988387&sr=8-67
"Kratos Type C to Lightning cable for iphone 20W Fast Charging, designed for iphone cable with 480Mbps Data Sync compatible with iPhone 14, 13,12,11,9,8,7 Series, SE and all iPhones with lightning port",299,"₹29,900",https://www.amazon.in/Kratos-Lightning-Charging-compatible-lightning/dp/B0DXF3LVLP/ref=sr_1_68?dib=eyJ2IjoiMSJ9.UkOYqoF39EQOA24sKsy4-jiXwTJz624Q3MuVHInkgGDSgrM5V5AjHlUY7W8yC17TTiQwh0AyDJAV7aOzqokQarHtWwU5_Su7wVeYaU5rfdQajXPU_zwDSjap9BR6f-grmdeCRaz1hhiCgiWwDgm7yK5N8VpnGcjl9UDOQAfOaL-B0rOS8Sd_1CQzJaeaflMjCByzezPlpwFEAiVq1TSHTtp16gqU-RgkMo3o91PWooU.ODL2my2MxVIoJVBD2FFp1WCzjgcg8kmXQ6owkYsol6k&dib_tag=se&keywords=iphone&qid=1742988387&sr=8-68
"iQOO 13 5G (Nardo Grey, 16GB RAM, 512GB Storage)","59,999",₹699,https://www.amazon.in/iQOO-Nardo-Grey-512GB-Storage/dp/B07WGPFNLC/ref=sr_1_69?dib=eyJ2IjoiMSJ9.UkOYqoF39EQOA24sKsy4-jiXwTJz624Q3MuVHInkgGDSgrM5V5AjHlUY7W8yC17TTiQwh0AyDJAV7aOzqokQarHtWwU5_Su7wVeYaU5rfdQajXPU_zwDSjap9BR6f-grmdeCRaz1hhiCgiWwDgm7yK5N8VpnGcjl9UDOQAfOaL-B0rOS8Sd_1CQzJaeaflMjCByzezPlpwFEAiVq1TSHTtp16gqU-RgkMo3o91PWooU.ODL2my2MxVIoJVBD2FFp1WCzjgcg8kmXQ6owkYsol6k&dib_tag=se&keywords=iphone&qid=1742988387&sr=8-69
Apple iPhone 13 (512 GB) - Green,"67,999","₹66,999",https://www.amazon.in/Apple-iPhone-13-512-GB/dp/B09V4KHL1B/ref=sr_1_70?dib=eyJ2IjoiMSJ9.UkOYqoF39EQOA24sKsy4-jiXwTJz624Q3MuVHInkgGDSgrM5V5AjHlUY7W8yC17TTiQwh0AyDJAV7aOzqokQarHtWwU5_Su7wVeYaU5rfdQajXPU_zwDSjap9BR6f-grmdeCRaz1hhiCgiWwDgm7yK5N8VpnGcjl9UDOQAfOaL-B0rOS8Sd_1CQzJaeaflMjCByzezPlpwFEAiVq1TSHTtp16gqU-RgkMo3o91PWooU.ODL2my2MxVIoJVBD2FFp1WCzjgcg8kmXQ6owkYsol6k&dib_tag=se&keywords=iphone&qid=1742988387&sr=8-70
"GiGreen 20W Original (Mfi-Certified with 2 Years Extended Warranty) Fast Charger&Cable Compatible with iPhone 14/14Plus/14Pro/14Promax 13/13Pro/13Promax 12/12Pro/12/11/X/Xr Series by Homemo,White",749,"₹89,900",https://www.amazon.in/GiGreen-Original-Mfi-Certified-Extended-Compatible/dp/B0DNM8LKF9/ref=sr_1_71?dib=eyJ2IjoiMSJ9.UkOYqoF39EQOA24sKsy4-jiXwTJz624Q3MuVHInkgGDSgrM5V5AjHlUY7W8yC17TTiQwh0AyDJAV7aOzqokQarHtWwU5_Su7wVeYaU5rfdQajXPU_zwDSjap9BR6f-grmdeCRaz1hhiCgiWwDgm7yK5N8VpnGcjl9UDOQAfOaL-B0rOS8Sd_1CQzJaeaflMjCByzezPlpwFEAiVq1TSHTtp16gqU-RgkMo3o91PWooU.ODL2my2MxVIoJVBD2FFp1WCzjgcg8kmXQ6owkYsol6k&dib_tag=se&keywords=iphone&qid=1742988387&sr=8-71
"iPhone 16 256 GB: 5G Mobile Phone with Camera Control, A18 Chip and a Big Boost in Battery Life. Works with AirPods; Teal","83,900","₹2,999",https://www.amazon.in/iPhone-16-256-GB-Control/dp/B0DGJHBDTS/ref=sr_1_72?dib=eyJ2IjoiMSJ9.UkOYqoF39EQOA24sKsy4-jiXwTJz624Q3MuVHInkgGDSgrM5V5AjHlUY7W8yC17TTiQwh0AyDJAV7aOzqokQarHtWwU5_Su7wVeYaU5rfdQajXPU_zwDSjap9BR6f-grmdeCRaz1hhiCgiWwDgm7yK5N8VpnGcjl9UDOQAfOaL-B0rOS8Sd_1CQzJaeaflMjCByzezPlpwFEAiVq1TSHTtp16gqU-RgkMo3o91PWooU.ODL2my2MxVIoJVBD2FFp1WCzjgcg8kmXQ6owkYsol6k&dib_tag=se&keywords=iphone&qid=1742988387&sr=8-72
"AMBRANE Lightning to USB 3.0 OTG for iPhone/iPad OTG Connector Extender Convertor for All iOS Devices, USB Female Support Connect USB Flash Drive, Keyboard, Mouse (AOTG LA1 Grey)",249,"₹89,900",https://www.amazon.in/Lightning-Connector-Extender-Convertor-Keyboard/dp/B0DV98GTF2/ref=sr_1_73?dib=eyJ2IjoiMSJ9.UkOYqoF39EQOA24sKsy4-jiXwTJz624Q3MuVHInkgGDSgrM5V5AjHlUY7W8yC17TTiQwh0AyDJAV7aOzqokQarHtWwU5_Su7wVeYaU5rfdQajXPU_zwDSjap9BR6f-grmdeCRaz1hhiCgiWwDgm7yK5N8VpnGcjl9UDOQAfOaL-B0rOS8Sd_1CQzJaeaflMjCByzezPlpwFEAiVq1TSHTtp16gqU-RgkMo3o91PWooU.ODL2my2MxVIoJVBD2FFp1WCzjgcg8kmXQ6owkYsol6k&dib_tag=se&keywords=iphone&qid=1742988387&sr=8-73
"OnePlus 13 | Smarter with OnePlus AI (24GB RAM, 1TB Storage Black Eclipse)","89,998",₹599,https://www.amazon.in/OnePlus-Smarter-Storage-Black-Eclipse/dp/B0DQ8MPQFF/ref=sr_1_74?dib=eyJ2IjoiMSJ9.UkOYqoF39EQOA24sKsy4-jiXwTJz624Q3MuVHInkgGDSgrM5V5AjHlUY7W8yC17TTiQwh0AyDJAV7aOzqokQarHtWwU5_Su7wVeYaU5rfdQajXPU_zwDSjap9BR6f-grmdeCRaz1hhiCgiWwDgm7yK5N8VpnGcjl9UDOQAfOaL-B0rOS8Sd_1CQzJaeaflMjCByzezPlpwFEAiVq1TSHTtp16gqU-RgkMo3o91PWooU.ODL2my2MxVIoJVBD2FFp1WCzjgcg8kmXQ6owkYsol6k&dib_tag=se&keywords=iphone&qid=1742988387&sr=8-74
"iPhone 16 Plus 256 GB: 5G Mobile Phone with Camera Control, A18 Chip and a Big Boost in Battery Life. Works with AirPods; White","93,900","₹92,999",https://www.amazon.in/iPhone-16-Plus-256-GB/dp/B0DGJ8DP1M/ref=sr_1_75?dib=eyJ2IjoiMSJ9.UkOYqoF39EQOA24sKsy4-jiXwTJz624Q3MuVHInkgGDSgrM5V5AjHlUY7W8yC17TTiQwh0AyDJAV7aOzqokQarHtWwU5_Su7wVeYaU5rfdQajXPU_zwDSjap9BR6f-grmdeCRaz1hhiCgiWwDgm7yK5N8VpnGcjl9UDOQAfOaL-B0rOS8Sd_1CQzJaeaflMjCByzezPlpwFEAiVq1TSHTtp16gqU-RgkMo3o91PWooU.ODL2my2MxVIoJVBD2FFp1WCzjgcg8kmXQ6owkYsol6k&dib_tag=se&keywords=iphone&qid=1742988387&sr=8-75
"OnePlus Nord CE4 Lite 5G (Super Silver, 8GB RAM, 128GB Storage)","17,998","₹99,900",https://www.amazon.in/OnePlus-Super-Silver-128GB-Storage/dp/B0D5YCYS1G/ref=sr_1_76?dib=eyJ2IjoiMSJ9.UkOYqoF39EQOA24sKsy4-jiXwTJz624Q3MuVHInkgGDSgrM5V5AjHlUY7W8yC17TTiQwh0AyDJAV7aOzqokQarHtWwU5_Su7wVeYaU5rfdQajXPU_zwDSjap9BR6f-grmdeCRaz1hhiCgiWwDgm7yK5N8VpnGcjl9UDOQAfOaL-B0rOS8Sd_1CQzJaeaflMjCByzezPlpwFEAiVq1TSHTtp16gqU-RgkMo3o91PWooU.ODL2my2MxVIoJVBD2FFp1WCzjgcg8kmXQ6owkYsol6k&dib_tag=se&keywords=iphone&qid=1742988387&sr=8-76
"Elzzi Microfiber Logo Cut Cover Compatible for iPhone 16 Case Liquid Silicone Cases Full Body 4 Layer Protective Covers Shockproof Back Cover with High Raised Camera Lips (6.1 inch, Black)",388,"₹20,999",https://www.amazon.in/Elzzi-Microfiber-Compatible-16-Protective/dp/B0DL2P5GZ1/ref=sr_1_77?dib=eyJ2IjoiMSJ9.UkOYqoF39EQOA24sKsy4-jiXwTJz624Q3MuVHInkgGDSgrM5V5AjHlUY7W8yC17TTiQwh0AyDJAV7aOzqokQarHtWwU5_Su7wVeYaU5rfdQajXPU_zwDSjap9BR6f-grmdeCRaz1hhiCgiWwDgm7yK5N8VpnGcjl9UDOQAfOaL-B0rOS8Sd_1CQzJaeaflMjCByzezPlpwFEAiVq1TSHTtp16gqU-RgkMo3o91PWooU.ODL2my2MxVIoJVBD2FFp1WCzjgcg8kmXQ6owkYsol6k&dib_tag=se&keywords=iphone&qid=1742988387&sr=8-77
"POPIO Privacy Tempered Glass Compatible for iPhone 16 (Black) Edge to Edge Coverage with Easy Installation kit, Anti-Spy Tempered Glass Privacy Screen Protector",289,₹899,https://www.amazon.in/POPIO-Privacy-Compatible-iPhone-Installation/dp/B0DSWHVPZD/ref=sr_1_78?dib=eyJ2IjoiMSJ9.UkOYqoF39EQOA24sKsy4-jiXwTJz624Q3MuVHInkgGDSgrM5V5AjHlUY7W8yC17TTiQwh0AyDJAV7aOzqokQarHtWwU5_Su7wVeYaU5rfdQajXPU_zwDSjap9BR6f-grmdeCRaz1hhiCgiWwDgm7yK5N8VpnGcjl9UDOQAfOaL-B0rOS8Sd_1CQzJaeaflMjCByzezPlpwFEAiVq1TSHTtp16gqU-RgkMo3o91PWooU.ODL2my2MxVIoJVBD2FFp1WCzjgcg8kmXQ6owkYsol6k&dib_tag=se&keywords=iphone&qid=1742988387&sr=8-78
"6 5G Sorta Seafoam 8Gb,128Gb","25,990",₹599,https://www.amazon.in/5G-Sorta-Seafoam-8Gb-128Gb/dp/B0DPJ4T1WW/ref=sr_1_79?dib=eyJ2IjoiMSJ9.UkOYqoF39EQOA24sKsy4-jiXwTJz624Q3MuVHInkgGDSgrM5V5AjHlUY7W8yC17TTiQwh0AyDJAV7aOzqokQarHtWwU5_Su7wVeYaU5rfdQajXPU_zwDSjap9BR6f-grmdeCRaz1hhiCgiWwDgm7yK5N8VpnGcjl9UDOQAfOaL-B0rOS8Sd_1CQzJaeaflMjCByzezPlpwFEAiVq1TSHTtp16gqU-RgkMo3o91PWooU.ODL2my2MxVIoJVBD2FFp1WCzjgcg8kmXQ6owkYsol6k&dib_tag=se&keywords=iphone&qid=1742988387&sr=8-79
Apple iPhone 14 Plus (128 GB) - Blue,"63,900","₹49,999",https://www.amazon.in/Apple-iPhone-Plus-128GB-Blue/dp/B0BDK62STN/ref=sr_1_80?dib=eyJ2IjoiMSJ9.UkOYqoF39EQOA24sKsy4-jiXwTJz624Q3MuVHInkgGDSgrM5V5AjHlUY7W8yC17TTiQwh0AyDJAV7aOzqokQarHtWwU5_Su7wVeYaU5rfdQajXPU_zwDSjap9BR6f-grmdeCRaz1hhiCgiWwDgm7yK5N8VpnGcjl9UDOQAfOaL-B0rOS8Sd_1CQzJaeaflMjCByzezPlpwFEAiVq1TSHTtp16gqU-RgkMo3o91PWooU.ODL2my2MxVIoJVBD2FFp1WCzjgcg8kmXQ6owkYsol6k&dib_tag=se&keywords=iphone&qid=1742988387&sr=8-80
"Verilux® Flash Drive 64GB 4 in 1 Pendrive with Light-ning, Micro USB, USB A, Type-C Interface Mini Hangable Pen Drive for iOS & Android Compatible with Phone, Pad, Android, PC and More Devices","1,349","₹89,900",N/A
N/A,N/A,"₹2,245",N/A
